"Product ID","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]","Tool wear [min]","Failure Type"
"L56836","299.0","310.1","1623","33.0","210","No Failure"
"L56837","299.0","310.0","1484","39.6","212","No Failure"
"L56838","299.0","309.9","1548","34.5","214","No Failure"
"L56839","298.9","309.8","1287","61.9","216","Overstrain Failure"
"M24520","298.9","309.8","1392","43.1","218","No Failure"
"H39075","299.0","310.0","1458","44.9","221","No Failure"
"M24522","299.1","310.1","1570","30.9","226","No Failure"
"L56843","299.1","310.1","1435","48.8","229","Overstrain Failure"
"L56844","299.1","310.2","1317","54.8","231","Overstrain Failure"
"L56845","299.2","310.3","1610","33.3","233","No Failure"
"M24526","299.1","310.3","1838","24.0","235","No Failure"
"L56847","299.2","310.3","1352","48.9","238","Overstrain Failure"
"L56848","299.1","310.3","1619","35.2","240","No Failure"
"L56849","299.1","310.3","1619","31.1","242","No Failure"
"L56850","299.0","310.2","1690","30.7","244","No Failure"
"L56851","299.0","310.2","1412","44.1","246","No Failure"
"H39086","299.0","310.2","1744","31.5","0","No Failure"
"M24533","299.0","310.1","1593","35.4","5","No Failure"
"L56854","299.1","310.2","1695","29.6","8","No Failure"
"M24535","299.0","310.2","1298","57.2","10","No Failure"
"L56856","299.0","310.1","1886","21.2","13","No Failure"
"L56857","299.0","310.1","2033","19.3","15","No Failure"
"M24538","299.1","310.2","1711","28.1","17","No Failure"
"L56859","299.1","310.2","1598","33.4","20","No Failure"
"L56860","299.1","310.1","1894","24.2","22","No Failure"
"M24541","299.1","310.1","1412","44.4","24","No Failure"
"L56862","299.1","310.0","1394","46.6","27","No Failure"
"M24543","299.0","310.0","1338","56.4","29","No Failure"
"H39098","298.9","309.9","1376","51.0","32","No Failure"
"L56865","299.0","310.0","1360","48.1","37","No Failure"
"L56866","299.1","310.1","1486","40.7","39","No Failure"
"M24547","299.1","310.1","1649","31.6","41","No Failure"
"L56868","299.1","310.1","1367","45.6","44","No Failure"
"L56869","299.0","310.1","1362","59.5","46","No Failure"
"M24550","298.9","310.0","1520","35.6","48","No Failure"
"L56871","299.0","310.0","1582","31.9","51","No Failure"
"M24552","299.0","310.0","1667","30.0","53","No Failure"
"L56873","298.9","310.0","1693","28.8","56","No Failure"
"L56874","298.9","310.0","1559","33.4","58","No Failure"
"L56875","298.9","309.9","1592","32.0","60","No Failure"
"L56876","298.9","309.9","1404","39.8","62","No Failure"
"M24557","298.8","309.8","1413","45.5","64","No Failure"
"L56878","298.8","309.8","1663","28.2","67","No Failure"
"L56879","298.8","309.8","1508","36.3","69","No Failure"
"M24560","298.9","309.8","1353","53.7","71","No Failure"
"L56881","298.8","309.8","1485","42.4","74","No Failure"
"L56882","298.9","310.0","1633","31.2","76","No Failure"
"L56883","298.9","310.0","1422","43.6","78","No Failure"
"L56884","298.9","310.1","1577","41.4","80","No Failure"
"L56885","298.9","310.0","1482","41.1","82","No Failure"
"M24566","299.0","310.1","1705","30.1","84","No Failure"
"L56887","299.0","310.1","1699","32.9","87","No Failure"
"L56888","299.0","310.1","1664","29.7","89","No Failure"
"M24569","299.0","310.0","1486","34.6","91","No Failure"
"L56890","299.1","310.1","1336","61.3","94","No Failure"
"H39125","299.1","310.1","1429","42.9","96","No Failure"
"M24572","299.1","310.2","1456","48.4","101","No Failure"
"L56893","299.1","310.2","1496","45.0","104","No Failure"
"L56894","299.1","310.1","1894","20.1","106","No Failure"
"L56895","299.1","310.1","1373","55.6","108","No Failure"
"H39130","299.0","310.0","1387","45.2","110","No Failure"
"L56897","298.9","309.9","1500","44.2","115","No Failure"
"L56898","298.9","309.9","1517","36.6","117","No Failure"
"L56899","298.9","309.9","1309","56.2","119","No Failure"
"M24580","298.9","309.9","1357","54.5","121","No Failure"
"L56901","298.8","309.8","1490","40.6","124","No Failure"
"H39136","298.8","309.8","1911","21.6","126","No Failure"
"L56903","298.8","309.8","1599","33.6","131","No Failure"
"M24584","298.8","309.7","2098","19.0","133","No Failure"
"M24585","298.7","309.7","1629","27.9","136","No Failure"
"L56906","298.8","309.8","1557","37.2","139","No Failure"
"L56907","298.8","309.8","1461","39.4","141","No Failure"
"L56908","298.8","309.8","1563","33.7","143","No Failure"
"L56909","298.7","309.8","1695","29.0","145","No Failure"
"L56910","298.8","310.0","1528","36.7","147","No Failure"
"L56911","298.8","310.0","1389","49.6","149","No Failure"
"L56912","298.9","310.0","2231","17.4","151","No Failure"
"M24593","298.9","310.1","1442","42.9","153","No Failure"
"H39148","298.9","310.1","1458","44.3","156","No Failure"
"L56915","299.0","310.1","1444","47.7","161","No Failure"
"M24596","298.9","310.0","1348","58.2","163","No Failure"
"L56917","298.9","310.0","1791","27.6","166","No Failure"
"L56918","299.0","310.0","1509","38.0","168","No Failure"
"L56919","298.9","310.0","1515","42.9","170","No Failure"
"M24600","298.9","310.1","1655","31.5","172","No Failure"
"L56921","298.9","310.1","1495","42.9","175","No Failure"
"L56922","298.9","310.2","1623","37.2","177","No Failure"
"L56923","298.9","310.2","1562","42.5","179","No Failure"
"L56924","298.8","310.1","1574","36.2","181","No Failure"
"L56925","298.8","310.0","1611","32.4","183","No Failure"
"L56926","298.8","310.0","1403","45.6","185","No Failure"
"L56927","298.8","310.1","1481","47.4","187","No Failure"
"M24608","298.9","310.1","1441","41.2","189","No Failure"
"H39163","298.8","310.1","1483","45.4","192","No Failure"
"L56930","298.7","310.0","1555","32.6","197","No Failure"
"L56931","298.6","309.9","1615","28.8","199","No Failure"
"L56932","298.6","309.8","1561","32.6","201","No Failure"
"L56933","298.5","309.8","1593","35.1","203","No Failure"
"M24614","298.5","309.7","1552","34.0","205","No Failure"
"H39169","298.5","309.7","1561","35.3","208","No Failure"
"L56936","298.6","309.8","1597","35.9","213","No Failure"
"M24617","298.6","309.9","1517","34.0","215","No Failure"
"L56938","298.6","309.8","2271","16.2","218","Tool Wear Failure"
"L56939","298.5","309.7","1613","36.7","0","No Failure"
"M24620","298.5","309.6","1509","47.3","2","No Failure"
"L56941","298.6","309.7","1703","26.1","5","No Failure"
"L56942","298.6","309.7","1925","22.1","7","No Failure"
"M24623","298.6","309.6","1635","29.7","9","No Failure"
"L56944","298.5","309.5","1294","66.7","12","Power Failure"
"L56945","298.6","309.6","1472","39.1","14","No Failure"
"H39180","298.6","309.6","1449","42.5","16","No Failure"
"L56947","298.6","309.6","1563","35.0","21","No Failure"
"L56948","298.6","309.6","1611","35.7","23","No Failure"
"L56949","298.6","309.6","1386","48.6","25","No Failure"
"H39184","298.6","309.5","1584","31.8","27","No Failure"
"M24631","298.7","309.6","1424","50.4","32","No Failure"
"L56952","298.5","309.5","1561","34.8","35","No Failure"
"L56953","298.5","309.4","1560","37.9","37","No Failure"
"H39188","298.6","309.5","1375","41.0","39","No Failure"
"M24635","298.6","309.5","1684","27.8","44","No Failure"
"M24636","298.6","309.6","1397","54.1","47","No Failure"
"L56957","298.6","309.6","1387","57.6","50","No Failure"
"H39192","298.7","309.7","1311","54.5","52","No Failure"
"L56959","298.8","309.8","1509","36.2","57","No Failure"
"M24640","298.8","309.8","1477","46.7","59","No Failure"
"L56961","298.8","309.9","1441","41.6","62","No Failure"
"L56962","298.7","309.9","1404","47.1","64","No Failure"
"H39197","298.8","309.9","1466","44.6","66","No Failure"
"M24644","298.7","309.8","1435","48.8","71","No Failure"
"H39199","298.7","309.7","1697","29.8","74","No Failure"
"M24646","298.7","309.6","1738","27.3","79","No Failure"
"H39201","298.6","309.5","1420","50.4","82","No Failure"
"M24648","298.5","309.5","1535","39.8","87","No Failure"
"L56969","298.6","309.6","1715","28.4","90","No Failure"
"L56970","298.6","309.5","1483","43.2","92","No Failure"
"M24651","298.5","309.4","1521","37.5","94","No Failure"
"H39206","298.5","309.4","1573","36.0","97","No Failure"
"H39207","298.5","309.4","1414","46.7","102","No Failure"
"L56974","298.5","309.3","1590","33.9","107","No Failure"
"L56975","298.5","309.3","1623","33.1","109","No Failure"
"H39210","298.4","309.3","1694","30.9","111","No Failure"
"M24657","298.4","309.2","1597","33.5","116","No Failure"
"L56978","298.5","309.3","1471","44.7","119","No Failure"
"M24659","298.5","309.3","1551","34.7","121","No Failure"
"H39214","298.5","309.3","1421","50.3","124","No Failure"
"M24661","298.4","309.3","1496","45.6","129","No Failure"
"H39216","298.4","309.3","1984","19.2","132","No Failure"
"L56983","298.4","309.2","1692","29.8","137","No Failure"
"L56984","298.4","309.1","1467","42.5","139","No Failure"
"L56985","298.4","309.2","1651","28.5","141","No Failure"
"L56986","298.3","309.1","1417","60.5","143","No Failure"
"L56987","298.2","309.0","1413","55.0","145","No Failure"
"M24668","298.2","309.0","1441","44.2","147","No Failure"
"M24669","298.2","309.0","1353","50.3","150","No Failure"
"L56990","298.1","309.0","1502","40.9","153","No Failure"
"L56991","298.2","309.0","1610","31.7","155","No Failure"
"M24672","298.2","309.1","1411","45.8","157","No Failure"
"L56993","298.3","309.1","1387","52.3","160","No Failure"
"H39228","298.3","309.1","1430","40.9","162","No Failure"
"M24675","298.4","309.1","1576","38.8","167","No Failure"
"M24676","298.5","309.2","1721","29.4","170","No Failure"
"M24677","298.5","309.3","1465","42.4","173","No Failure"
"M24678","298.6","309.4","1407","45.1","176","No Failure"
"M24679","298.6","309.4","1464","36.9","179","No Failure"
"M24680","298.6","309.5","1568","36.7","182","No Failure"
"L57001","298.6","309.4","1667","35.6","185","No Failure"
"L57002","298.5","309.4","1360","60.9","187","Overstrain Failure"
"M24683","298.5","309.3","1488","43.7","189","No Failure"
"L57004","298.4","309.3","1504","39.3","192","No Failure"
"L57005","298.4","309.2","1610","32.4","194","No Failure"
"L57006","298.4","309.2","1345","52.7","196","No Failure"
"M24687","298.3","309.3","1376","57.0","198","No Failure"
"L57008","298.4","309.4","1385","50.0","201","No Failure"
"M24689","298.4","309.4","1429","41.8","203","No Failure"
"L57010","298.3","309.3","1337","56.1","206","Overstrain Failure"
"L57011","298.4","309.3","1542","35.4","208","No Failure"
"L57012","298.4","309.2","2118","17.7","210","No Failure"
"L57013","298.3","309.1","1386","45.3","212","No Failure"
"M24694","298.3","309.1","1632","32.7","0","No Failure"
"L57015","298.4","309.3","1545","36.9","3","No Failure"
"M24696","298.4","309.3","1390","53.6","5","No Failure"
"M24697","298.4","309.3","1355","50.6","8","No Failure"
"L57018","298.4","309.2","1425","45.5","11","No Failure"
"M24699","298.4","309.2","1491","51.2","13","No Failure"
"H39254","298.3","309.2","1486","42.4","16","No Failure"
"M24701","298.3","309.2","1359","51.4","21","No Failure"
"L57022","298.4","309.3","1395","47.6","24","No Failure"
"L57023","298.3","309.2","1383","52.1","26","No Failure"
"H39258","298.3","309.1","1484","37.0","28","No Failure"
"L57025","298.3","309.1","1421","47.4","33","No Failure"
"L57026","298.3","309.0","1339","58.8","35","No Failure"
"L57027","298.4","309.1","1362","46.1","37","No Failure"
"H39262","298.5","309.2","1568","40.6","39","No Failure"
"L57029","298.6","309.4","2312","15.5","44","No Failure"
"M24710","298.5","309.3","1498","34.6","46","No Failure"
"M24711","298.5","309.3","1761","27.2","49","No Failure"
"L57032","298.6","309.4","1316","51.4","52","No Failure"
"L57033","298.6","309.4","1525","37.8","54","No Failure"
"H39268","298.6","309.4","1362","45.3","56","No Failure"
"L57035","298.7","309.6","1516","38.5","61","No Failure"
"L57036","298.6","309.5","1450","44.2","63","No Failure"
"M24717","298.6","309.5","1366","55.0","65","No Failure"
"L57038","298.5","309.5","1547","33.1","68","No Failure"
"M24719","298.6","309.5","1580","33.9","70","No Failure"
"H39274","298.7","309.6","1755","26.9","73","No Failure"
"M24721","298.7","309.6","1800","24.8","78","No Failure"
"M24722","298.8","309.7","1439","45.8","81","No Failure"
"L57043","298.9","309.8","1411","56.3","84","No Failure"
"M24724","298.9","309.9","1645","31.4","86","No Failure"
"M24725","298.9","309.8","2450","13.9","89","No Failure"
"L57046","299.0","309.9","1630","34.0","92","No Failure"
"L57047","299.0","309.9","1411","44.7","94","No Failure"
"L57048","298.9","309.9","1526","35.4","96","No Failure"
"L57049","298.9","309.9","1590","31.3","98","No Failure"
"H39284","299.0","309.9","1884","25.6","100","No Failure"
"M24731","298.9","309.8","1947","21.7","105","No Failure"
"L57052","298.9","309.9","1373","52.1","108","No Failure"
"L57053","298.9","309.8","1616","36.5","110","No Failure"
"M24734","298.9","309.9","1449","44.1","112","No Failure"
"M24735","298.9","309.8","1363","50.6","115","No Failure"
"H39290","298.8","309.7","1461","55.1","118","No Failure"
"L57057","298.8","309.7","1374","58.6","123","No Failure"
"L57058","298.7","309.7","1293","59.1","125","No Failure"
"M24739","298.8","309.8","1490","38.6","127","No Failure"
"L57060","298.8","309.8","1753","27.5","130","No Failure"
"L57061","298.8","309.8","1493","38.5","132","No Failure"
"L57062","298.8","309.8","1895","22.0","134","No Failure"
"H39297","298.7","309.6","1654","34.3","136","No Failure"
"L57064","298.7","309.5","1673","30.8","141","No Failure"
"L57065","298.8","309.6","1613","27.7","143","No Failure"
"L57066","298.8","309.6","1903","22.3","145","No Failure"
"L57067","298.8","309.5","1368","44.7","147","No Failure"
"M24748","298.8","309.6","1575","34.4","149","No Failure"
"H39303","298.8","309.6","1516","40.2","152","No Failure"
"L57070","298.8","309.5","1645","32.8","157","No Failure"
"L57071","298.8","309.5","1374","48.1","159","No Failure"
"H39306","298.9","309.7","1407","48.6","161","No Failure"
"M24753","298.9","309.6","1284","55.3","166","No Failure"
"L57074","298.9","309.5","1645","31.1","169","No Failure"
"L57075","298.8","309.4","1387","54.1","171","No Failure"
"M24756","298.8","309.3","1618","35.1","173","No Failure"
"L57077","298.8","309.3","1357","47.1","176","No Failure"
"L57078","298.7","309.2","1396","44.8","178","No Failure"
"L57079","298.7","309.2","1586","31.4","180","No Failure"
"H39314","298.7","309.2","1449","42.3","182","No Failure"
"M24761","298.7","309.2","1423","48.9","187","No Failure"
"H39316","298.7","309.3","1402","45.3","190","No Failure"
"M24763","298.7","309.2","1437","45.7","195","No Failure"
"L57084","298.6","309.1","1537","35.7","198","No Failure"
"M24765","298.7","309.1","1423","49.5","200","No Failure"
"M24766","298.6","309.1","1587","37.3","203","No Failure"
"M24767","298.6","309.1","1487","43.2","206","No Failure"
"L57088","298.6","309.0","1456","47.7","0","No Failure"
"L57089","298.7","309.1","1607","32.7","2","No Failure"
"L57090","298.6","309.0","1469","46.0","4","No Failure"
"M24771","298.6","309.0","1481","40.8","6","No Failure"
"L57092","298.6","308.9","1327","58.8","9","No Failure"
"L57093","298.5","308.8","1589","30.6","11","No Failure"
"L57094","298.5","308.8","1670","29.6","13","No Failure"
"M24775","298.5","308.7","1662","28.3","15","No Failure"
"M24776","298.5","308.8","1553","34.9","18","No Failure"
"M24777","298.5","308.8","1557","36.0","21","No Failure"
"L57098","298.4","308.8","1352","56.7","24","No Failure"
"L57099","298.5","308.8","1305","58.7","26","No Failure"
"H39334","298.5","308.7","1450","43.9","28","No Failure"
"M24781","298.5","308.7","1347","48.5","33","No Failure"
"H39336","298.6","308.8","1566","39.1","36","No Failure"
"M24783","298.5","308.7","1615","33.3","41","No Failure"
"M24784","298.5","308.6","1384","54.4","44","No Failure"
"M24785","298.5","308.7","1367","47.3","47","No Failure"
"M24786","298.5","308.6","1897","20.2","50","No Failure"
"L57107","298.5","308.6","1522","36.9","53","No Failure"
